rain_1h,rain_lag1,delta_1h,acceleration,radar_dbz,cape_jkg,pwat_mm,target_rain_1h,target_heavy_rain
8.28,10.72,-2.45,-0.36,32.0,1427.0,71.1,8.23,0
0.96,0.81,0.15,-0.01,23.8,1469.0,35.3,0.0,0
0.72,0.89,-0.16,-0.09,24.9,2982.0,43.7,0.0,0
4.88,5.85,-0.97,-0.61,34.3,2358.0,68.1,1.94,0
18.44,15.39,3.05,1.14,40.4,996.0,61.8,15.72,0
14.76,13.87,0.89,-0.39,40.4,1125.0,70.8,12.49,0
18.65,17.64,1.01,0.24,42.4,1174.0,37.3,14.87,0
8.74,11.25,-2.51,-1.23,36.0,2313.0,58.9,5.43,0
6.96,5.63,1.33,-0.43,38.2,2565.0,57.8,6.77,0
1.91,2.26,-0.34,0.07,29.1,2863.0,36.4,0.17,0
4.77,4.3,0.47,0.31,31.6,3058.0,55.5,3.72,0
6.83,7.78,-0.95,0.45,37.8,1284.0,59.4,4.82,0
1.11,1.06,0.05,0.03,26.8,1543.0,42.7,2.61,0
2.99,3.13,-0.14,-0.02,34.4,1377.0,45.9,2.15,0
10.94,13.13,-2.18,-0.18,45.4,1661.0,60.6,9.42,0
15.97,18.88,-2.91,1.43,40.5,2995.0,53.7,13.13,0
76.87,93.76,-16.9,-9.55,58.0,2180.0,69.3,52.55,1
32.46,23.88,8.58,-0.28,46.5,2572.0,48.7,61.63,1
12.35,13.77,-1.42,-0.29,39.3,1976.0,45.7,7.21,0
6.56,5.15,1.42,0.54,36.7,869.0,74.4,5.73,0
12.13,11.52,0.61,0.25,39.2,954.0,71.4,14.32,0
18.48,19.02,-0.54,-0.4,44.1,2091.0,36.2,14.73,0
1.51,1.42,0.09,0.02,23.2,2525.0,65.8,0.0,0
6.33,6.4,-0.07,-0.0,35.4,1317.0,39.4,4.92,0
21.98,28.52,-6.55,-4.84,47.1,2533.0,36.1,13.26,0
5.81,4.54,1.27,0.43,35.1,2746.0,45.9,0.68,0
10.18,11.25,-1.07,0.12,39.4,1789.0,45.8,10.62,0
10.63,9.97,0.66,-0.22,40.4,2591.0,67.8,8.01,0
2.45,1.91,0.54,0.32,31.6,1770.0,63.4,3.19,0
5.4,4.29,1.11,-0.03,31.4,2428.0,74.3,4.88,0
4.89,6.2,-1.32,-0.47,35.2,2634.0,63.5,0.56,0
0.32,0.39,-0.07,-0.01,14.5,3181.0,51.7,0.0,0
0.29,0.37,-0.07,0.02,14.8,1629.0,63.0,0.0,0
21.38,27.69,-6.31,-1.78,46.4,1786.0,75.0,15.61,0
3.83,3.16,0.67,-0.28,29.9,1197.0,63.4,3.34,0
8.76,8.0,0.76,0.03,36.1,1290.0,65.5,6.93,0
4.26,4.69,-0.43,-0.09,29.2,2464.0,72.5,1.43,0
33.9,33.57,0.33,0.02,46.4,3001.0,39.5,31.43,0
3.6,3.43,0.18,0.08,34.6,1747.0,63.2,6.13,0
6.74,6.16,0.57,0.33,36.0,1232.0,69.0,8.57,0
24.74,26.13,-1.39,-0.7,42.6,1484.0,73.2,20.89,0
22.14,23.14,-1.0,0.45,43.6,1892.0,43.4,18.83,0
2.47,1.97,0.5,-0.12,26.3,1498.0,55.2,0.0,0
19.47,19.14,0.33,0.07,41.4,1361.0,62.2,16.3,0
7.35,7.59,-0.24,-0.17,37.7,2566.0,44.9,4.68,0
7.92,8.25,-0.33,-0.2,35.0,819.0,59.0,2.8,0
1.72,1.42,0.3,0.18,29.0,2094.0,45.3,3.82,0
1.01,1.16,-0.15,0.02,22.9,2705.0,48.3,0.0,0
15.62,11.17,4.45,0.26,42.3,1439.0,52.7,18.76,0
8.23,7.52,0.72,0.08,37.1,2248.0,56.2,9.27,0
6.89,8.05,-1.16,0.34,38.0,2405.0,53.0,6.27,0
15.69,16.29,-0.6,0.28,43.7,2372.0,54.7,14.22,0
17.4,14.91,2.49,1.82,43.5,1870.0,46.9,15.72,0
2.08,2.32,-0.24,0.05,29.2,1632.0,41.4,5.33,0
11.31,11.76,-0.46,0.09,39.4,2806.0,36.9,9.41,0
1.75,2.06,-0.31,0.12,28.0,2620.0,42.8,1.91,0
16.7,19.06,-2.36,-1.67,41.9,1571.0,58.3,10.87,0
12.84,13.69,-0.85,-0.22,40.8,1047.0,66.4,8.42,0
37.65,37.38,0.27,0.1,47.7,972.0,41.8,33.17,0
0.86,0.67,0.19,0.13,21.0,1026.0,39.3,1.33,0
0.7,0.6,0.1,-0.01,19.2,2199.0,65.0,0.0,0
3.98,3.79,0.19,0.06,33.5,924.0,47.2,0.65,0
